customer_id,customer_name,customer_type,industry_code,credit_limit,payment_terms,customer_since,status,billing_address,shipping_address,contact_email,contact_phone,account_manager,created_at,updated_at,_loaded_at
520,Welch-Thompson,Enterprise,F&B,326812.1615504296,COD,2022-12-17,ACTIVE,"Level 4 8 Wolf Extension
Wangside, VIC, 3111","8/809 Olson Triangle
St. April, ACT, 2389",scottalan@example.org,(07) 2334 4025,Tina Ramirez,2025-02-09 07:36:58.463262,2025-08-16 13:36:29.566785,2025-09-20 07:32:44.459591
521,Clark-Ayala,Enterprise,F&B,205108.7101532575,Net 15,2022-09-25,ACTIVE,"064 Cassidy Quays
Lake Annafort, NSW, 2955","Level 6 0 Molina Heights
Mooremouth, VIC, 0970",marytownsend@example.net,0485-510-889,Amber Patton,2025-04-29 03:26:46.297620,2024-12-28 04:46:19.038012,2025-09-20 03:01:00.981177
522,Anderson Group,Enterprise,MFG,314306.5982967187,Net 15,2023-03-12,ACTIVE,"6 Kimberly Ramp
Hickmanton, NT, 2969","18 Kelly Parklands
Brianshire, ACT, 2620",danielguerrero@example.net,02 7108 7485,Paul Hughes,2023-11-10 03:34:47.127184,2025-02-21 16:13:44.085076,2025-09-20 08:37:24.474761
523,Reyes-Johnson,Individual,F&B,46752.88431355068,Net 30,2023-12-06,ACTIVE,"463 Jackson Mall
Port Randall, ACT, 2672","Suite 046 0 Pollard Distributor
Port Margaretside, SA, 2917",carpentersteven@example.com,0259964608,Monica King,2024-01-26 08:36:38.886281,2024-11-30 23:42:15.416290,2025-09-19 22:26:53.935428
524,Mcclain PLC,Enterprise,TECH,294336.307600104,Net 30,2023-11-02,ACTIVE,"Level 1 0 Cindy Highroad
Mcdonaldbury, WA, 5395","244 Smith Place
East Audrey, NSW, 4901",josephwright@example.com,+61.3.5477.7538,Danny Tucker,2023-08-29 16:36:30.212036,2025-05-19 02:26:33.722108,2025-09-19 19:19:49.182061
525,"Gross, Perez and Wiley",SME,MFG,273184.84128172364,Prepaid,2024-09-30,ACTIVE,"192/74 Charles Place
Port Sylvia, WA, 1386","367 Cheryl Spur
Port Christineview, NT, 2601",usampson@example.com,0417-683-532,Nicholas Jefferson,2024-02-13 02:58:26.452150,2025-03-18 00:00:44.128888,2025-09-20 13:49:13.531734
526,"Chapman, Jackson and Colon",Enterprise,MFG,47682.098349571104,Prepaid,2023-01-10,ACTIVE,"76/125 Cross Crest
South Anthony, ACT, 4056","47/079 Michael Parade
Robertberg, ACT, 4313",holmessamantha@example.com,(08) 8110 1621,John Taylor,2024-11-19 20:04:28.312631,2025-04-28 13:47:24.835325,2025-09-20 16:11:37.566894
527,"Meyer, Warren and Hamilton",Enterprise,F&B,265212.93506382534,Net 15,2023-08-04,ACTIVE,"8 Belinda Cross
Virginiaside, NT, 3732","618 Gregory Ground
North Brian, WA, 2921",ghoffman@example.com,+61 489 744 693,Taylor Mitchell,2022-10-30 13:35:24.930395,2025-08-09 00:28:36.630959,2025-09-20 05:47:35.652309
528,Howard-Lopez,Individual,HEALTH,39868.29435232114,Net 30,2023-02-13,ACTIVE,"88 Christopher Service Way
Perezchester, TAS, 2928","Level 3 860 Hernandez State Highway
East Raymond, NT, 2672",jamiesanders@example.com,6815.1649,Dr. Christopher Coleman,2023-11-28 07:20:49.880077,2025-03-25 22:19:33.400910,2025-09-19 20:38:36.695997
529,Smith-Walker,SME,MFG,363741.08054594457,Net 15,2025-06-22,ACTIVE,"072 Caleb Park
New Devinfort, SA, 2362","Level 4 10 Williams Link
Port Shawnbury, WA, 2908",ccollins@example.net,90704451,Brittany Lin,2025-09-15 22:10:27.062181,2025-08-26 03:20:34.007777,2025-09-19 22:13:34.118585
530,Lawrence and Sons,Individual,RETAIL,85280.00435539724,Prepaid,2023-05-09,ACTIVE,"Unit 65 295 Rivera Tarn
North Susanland, ACT, 3194","18 Benjamin Part
North William, SA, 2919",cartersteven@example.net,+61 464 923 066,Colleen Francis,2023-02-17 20:24:39.557436,2025-07-02 08:34:50.246318,2025-09-20 15:38:03.045082
531,Brooks Ltd,Enterprise,F&B,220471.46848115057,COD,2024-11-07,ACTIVE,"623 Alexander Mew
St. Dennisbury, TAS, 2128","1 Brown Highroad
Nelsonchester, TAS, 4575",morrisonheidi@example.net,9017.4842,James Mejia,2023-12-18 05:34:13.407938,2025-07-04 00:18:15.698622,2025-09-20 13:03:32.129873
532,Wheeler Inc,Individual,AUTO,219203.28448515665,Net 15,2024-04-28,ACTIVE,"3 Vega Siding
Jamesmouth, TAS, 2679","367 Schultz View
Kaylaland, ACT, 6999",glennkristina@example.org,(03).4671.9306,Megan White,2024-03-30 23:32:30.010142,2024-10-31 23:43:21.908473,2025-09-20 05:38:09.314672
533,Williams Inc,SME,AUTO,265802.357337046,Prepaid,2024-09-05,ACTIVE,"Suite 809 663 Robert Motorway
Hufffort, SA, 1330","Level 8 6 Martin Walkway
North Keithborough, QLD, 2730",meganbennett@example.com,+61-447-390-875,Jeremy Bennett,2023-10-24 18:39:48.784575,2025-07-24 08:47:27.495909,2025-09-20 17:04:03.840761
534,"King, Miles and Harris",SME,TECH,144203.70950607033,Net 30,2023-11-10,ACTIVE,"Level 4 061 Myers Riverway
Smithside, SA, 2925","700 Eric Walk
Baileyview, WA, 2963",knightamanda@example.net,07.8983.2435,Dr. Zachary Gomez II,2024-01-10 08:33:56.880206,2024-12-02 07:20:18.874085,2025-09-20 12:39:24.790624
535,Stanley-Bates,Enterprise,TECH,141201.97195787285,Prepaid,2022-09-30,ACTIVE,"17 Evans Riverway
Greerburgh, ACT, 6241","Flat 63 2 Miller Pathway
South Brian, TAS, 3217",estephens@example.org,+61.495.133.316,Megan Jones,2025-07-31 20:25:34.205330,2025-03-05 05:59:47.081930,2025-09-19 19:12:41.356174
536,Barnes Inc,Enterprise,TECH,196868.8883120545,Prepaid,2024-07-14,ACTIVE,"Apt. 509 99 Garcia Trailer
East Mark, NT, 2955","Unit 30 0 Tran Siding
Port Nicoleland, NSW, 2645",rpowell@example.net,+61 454 323 246,Alexander Hess,2023-01-19 00:41:19.787260,2025-07-31 23:57:53.358496,2025-09-19 19:12:45.549628
537,Wilson-Rodriguez,Enterprise,TECH,61015.37508831149,COD,2024-07-27,ACTIVE,"2 Donna Ride
Lake Wesleyside, QLD, 2907","Level 3 657 Martinez Chase
St. Daniel, VIC, 8109",cruzmegan@example.net,0435.516.978,Sheri Miller,2022-11-29 18:45:09.041978,2025-08-21 05:54:47.675865,2025-09-20 00:32:32.006474
538,Decker-Dudley,SME,TECH,199834.45863394713,Prepaid,2023-04-26,ACTIVE,"40 Crawford Loop
Lake Julie, QLD, 7501","63/21 Hernandez Mew
Harrismouth, NSW, 2307",jessicaspence@example.com,0437 772 043,Nicole Higgins,2024-07-30 11:11:26.877257,2025-04-24 19:27:58.350974,2025-09-20 00:34:50.613297
539,Williams Group,Enterprise,TECH,337084.7679959908,COD,2023-12-13,ACTIVE,"25 Hunter Nook
St. Sean, NT, 2990","86/64 Kelly Esplanade
Nancyport, VIC, 9953",leonardwayne@example.net,0471.888.427,Yesenia Thomas,2022-12-19 00:50:01.464432,2025-04-22 16:07:08.217067,2025-09-20 17:07:09.997668
540,Rivera-Smith,SME,AUTO,123995.33304835344,Net 15,2024-10-13,ACTIVE,"48 Tara Approach
Rebekahstad, ACT, 6718","Suite 525 76 Love View
Lake Christopher, VIC, 2132",yhorton@example.com,69656455,Sharon Thomas,2023-07-08 05:04:11.246716,2024-10-26 08:55:20.709400,2025-09-20 02:19:13.370063
541,"Caldwell, Hernandez and Davis",Individual,AUTO,155116.08945185988,Net 30,2025-06-09,ACTIVE,"22 Micheal Top
Susanport, TAS, 7205","Apt. 140 5 Erika Sound
Lake Dawnville, VIC, 0932",ymora@example.com,03.8403.4769,Samuel Greene,2024-12-07 15:37:27.505355,2025-03-19 15:49:14.345696,2025-09-20 16:46:14.748205
542,Conway Ltd,SME,HEALTH,330799.45403994655,Net 15,2024-11-21,ACTIVE,"5/79 Daniel Cutting
Mayoside, QLD, 2045","4 Bartlett Courtyard
Jenniferchester, NSW, 2459",mwatson@example.com,+61 7 5440 6689,Mrs. Lindsey Wood,2024-05-05 22:22:05.023894,2025-04-14 22:12:24.780645,2025-09-20 09:18:43.251464
543,Baker-Williams,SME,TECH,163217.05032127895,COD,2025-09-07,ACTIVE,"Suite 745 1 Wendy Access
Tammyshire, WA, 2115","841 Martinez Villas
Port Jacobhaven, NSW, 2946",ualvarado@example.net,0442.532.836,Michael Perez,2022-12-16 10:37:42.647535,2024-09-28 08:10:21.083853,2025-09-20 11:41:05.830161
544,Ward-Rhodes,Enterprise,AUTO,67735.39113163608,COD,2025-05-05,ACTIVE,"336 Brown Quadrant
New Stephen, NSW, 2628","3 Tara River
Lake Shellyhaven, QLD, 2734",ehenry@example.org,0430.801.187,Manuel Chapman,2023-09-19 06:19:26.762021,2025-01-19 16:58:14.287709,2025-09-20 02:43:18.182751
545,Smith and Sons,Individual,TECH,389484.46497934795,Net 30,2023-01-25,ACTIVE,"7 Myers Circlet
South Jessicashire, WA, 5927","Unit 56 0 Ramos Run
New Tony, SA, 2716",williamssteven@example.org,02-3983-0200,Lisa Johnson,2023-07-20 08:00:33.040808,2025-04-20 05:25:37.221981,2025-09-20 15:14:02.459724
546,Kline-Friedman,Enterprise,AUTO,66492.52498425053,COD,2023-03-25,ACTIVE,"03/878 Khan Court
Jessicaside, VIC, 3184","Suite 187 4 Andrew Lower
Vincentberg, QLD, 2626",mwarren@example.net,(08)57238616,Richard Thompson,2023-06-16 08:14:49.129829,2025-07-26 06:43:26.854719,2025-09-20 00:08:33.216434
547,Briggs-White,Enterprise,F&B,118025.74941659065,Net 30,2024-12-01,ACTIVE,"30/9 Deanna Pathway
St. Brenda, SA, 2857","0/2 Garcia Street
North Angela, TAS, 2782",kimberlyyoung@example.org,1861-9136,Jeremy Ferguson,2024-02-25 13:14:53.542918,2025-03-03 02:24:42.771305,2025-09-20 16:15:22.227403
548,Houston-Vaughn,Individual,F&B,27315.161358091267,COD,2025-08-09,ACTIVE,"Level 1 769 Julia Copse
Bowmanmouth, SA, 2684","73 Curtis Cul-de-sac
Adrianaberg, WA, 2996",joshuabarton@example.net,+61.440.695.805,Desiree Bailey,2023-07-15 21:55:57.657978,2024-10-26 22:57:18.976362,2025-09-20 08:16:37.590539
549,Wilson Ltd,Individual,HEALTH,164157.33498960285,Net 15,2023-12-26,ACTIVE,"Flat 60 4 Matthew Spur
Lake Stephanie, ACT, 2909","Apt. 419 44 Coleman Trail
West Kevin, VIC, 8516",housejennifer@example.com,8404.7735,Nicolas Collins,2023-10-01 11:18:59.537911,2025-03-23 16:31:06.504809,2025-09-20 14:58:08.484933
550,Garcia PLC,Enterprise,AUTO,261350.92009360864,Net 15,2025-08-30,ACTIVE,"783/7 Butler Ride
Port Thomasport, QLD, 2930","51 Garcia Landing
New Mark, WA, 2050",zhart@example.com,3188-4974,Eric Glover,2024-01-08 16:11:55.596447,2025-06-14 18:52:20.730046,2025-09-20 17:16:02.677810
551,White-James,Individual,TECH,183152.08251586778,COD,2024-06-04,ACTIVE,"717 Bernard Centreway
Lake Diane, ACT, 2920","4/5 Todd Mew
Amandahaven, SA, 2619",pwilliams@example.net,6322.8556,Maria Morse,2023-04-09 16:43:05.047112,2025-03-17 18:38:13.839850,2025-09-20 11:26:15.030599
552,"Hobbs, Acosta and Snow",SME,HEALTH,106044.52007187204,Prepaid,2022-10-21,ACTIVE,"Suite 233 8 Campbell Esplanade
Port Bonnie, TAS, 2628","276 Tyler Walkway
South Michael, SA, 4224",jose60@example.net,0366023521,Jeffrey Lopez DDS,2023-10-24 20:41:11.715750,2024-10-15 23:21:19.499995,2025-09-20 14:20:29.566067
553,Alexander-Brown,Enterprise,RETAIL,315070.78010171955,Net 15,2024-03-07,ACTIVE,"2 Christopher Corner
Edwardsburgh, WA, 2695","88 Paul Amble
Lake Lindsay, SA, 2576",eric73@example.org,+61311828913,Robert Patel,2024-06-04 14:18:29.463597,2024-12-12 20:14:04.463933,2025-09-20 04:59:28.469513
554,"Warren, Manning and Cummings",Enterprise,MFG,102677.9652844257,Net 30,2022-10-03,ACTIVE,"97 Jose Terrace
South Donaldberg, QLD, 2877","14/191 Destiny Frontage
Linshire, NSW, 0929",wrightaaron@example.com,5102 7190,Michael Watson,2025-05-03 01:44:16.991120,2025-02-21 17:36:01.274696,2025-09-19 19:45:51.432038
555,Stone-Watts,Individual,TECH,238005.3745623199,COD,2025-08-02,ACTIVE,"95/935 Richardson Thoroughfare
Hatfieldton, NT, 2106","Level 4 0 Dennis Piazza
West Oliviafort, NSW, 2946",lbecker@example.org,(02)47960562,Margaret Atkinson,2024-03-21 05:38:19.412344,2025-07-17 05:15:06.575902,2025-09-20 09:32:42.648562
556,"Wright, Reed and Rhodes",Individual,RETAIL,44925.94551326531,Net 15,2024-01-07,ACTIVE,"Level 1 644 Elliott Pathway
Rodriguezburgh, NSW, 9939","0 Erin Freeway
Tonyview, ACT, 8030",birdtonya@example.net,0309479768,Katherine Peterson,2025-06-04 00:39:44.846275,2024-11-26 00:59:49.569882,2025-09-19 21:39:35.203741
557,"Mcclain, Salazar and Smith",Individual,HEALTH,305665.01759883726,Net 30,2025-03-27,ACTIVE,"06 Johnson Underpass
Garciaberg, NT, 2638","0 Green Centreway
Nguyenport, ACT, 2639",briannamontoya@example.com,0454 346 458,Kristopher Good,2023-04-09 21:18:54.500373,2025-01-14 12:59:57.536732,2025-09-20 18:48:59.762403
558,Christian-Booth,Individual,MFG,69854.79691466011,Net 30,2024-03-27,ACTIVE,"64 Barnes Thoroughfare
Johntown, SA, 2975","45/658 Burch Ramble
West Johnfurt, TAS, 0226",wsanders@example.org,07 4637 3330,Sean Villegas,2024-08-11 09:28:02.860239,2025-03-17 02:40:47.658766,2025-09-19 20:31:08.201648
559,Rivera LLC,SME,F&B,215981.45391658143,COD,2024-03-11,ACTIVE,"026/560 Jimenez Walk
Sandraborough, QLD, 2627","0 Riley Arcade
North Adambury, ACT, 1537",huntamanda@example.com,3047-1662,Brian Heath,2024-02-18 09:21:52.599408,2025-01-01 15:42:20.028445,2025-09-20 02:13:30.324559
560,"Gray, Montoya and Miller",Enterprise,HEALTH,9099.909616416166,COD,2023-05-22,ACTIVE,"9 Jose Mall
North Aprilbury, VIC, 5626","2/2 Rebekah Cutting
St. Chadside, NSW, 2609",gonzalesjessica@example.net,0725301281,Gregory James,2023-07-19 04:44:42.469011,2025-09-20 13:22:11.127795,2025-09-20 13:41:45.372434
561,Gates Group,Enterprise,AUTO,252732.48420801628,COD,2024-06-09,ACTIVE,"2 Bryan Parade
Stacytown, VIC, 2579","976 Jackson Junction
Cesarland, ACT, 2610",wallemily@example.net,0440.011.295,Jamie Lozano,2024-09-25 01:48:10.701991,2024-09-23 22:11:22.463670,2025-09-20 09:31:32.901821
562,"Valdez, Garcia and Gutierrez",Enterprise,TECH,119432.59683561223,COD,2025-08-29,ACTIVE,"0/1 Gregory Crossroad
North Jaredborough, SA, 2939","Suite 929 28 Robinson Reach
New Brandy, VIC, 2668",butlerjacob@example.net,02 7818 7414,Amanda Woods,2023-08-08 18:18:15.448864,2024-11-13 19:58:40.975646,2025-09-20 10:05:58.821279
563,Conner PLC,Enterprise,TECH,108844.80530033702,Net 30,2022-09-20,ACTIVE,"97/162 Andrea Dale
South Brianna, NSW, 7296","591/923 Michael Ramble
Stanleyberg, QLD, 2763",reedjulian@example.com,+61 7 6637 0704,Karen Ward,2024-04-10 16:56:56.912002,2024-11-08 10:12:00.068541,2025-09-20 02:01:00.495229
564,"Clark, Powers and Clements",SME,AUTO,200441.59707963347,COD,2025-05-22,ACTIVE,"530 Miller Crossroad
Williamston, NT, 2638","Flat 90 58 Diaz Anchorage
Port Christopher, ACT, 0841",colleen97@example.com,0837514353,Marissa Walker,2023-03-19 07:55:00.578543,2024-11-02 05:35:50.076674,2025-09-20 09:14:34.547512
565,Richard LLC,SME,AUTO,312694.9007193561,Prepaid,2022-11-18,ACTIVE,"4/705 Oliver Grange
Mossside, WA, 2648","202/98 Joshua Flat
East Annaville, WA, 0928",ismith@example.com,(07).4622.2847,Steven Hall,2025-03-12 17:14:44.724287,2025-07-18 18:02:53.479918,2025-09-20 14:12:51.750581
566,Moran-Cox,Enterprise,RETAIL,313334.8559644403,Prepaid,2024-07-30,ACTIVE,"32 Heather Quay
East Tinaburgh, VIC, 5804","Level 8 7 Matthews Beach
West Robertside, VIC, 2968",hfreeman@example.net,+61 8 0097 4909,Raymond Valdez,2024-11-13 13:32:56.939588,2025-03-24 15:58:48.274932,2025-09-20 00:44:59.787102
567,"Walker, Peterson and Gallegos",Individual,F&B,164229.17161934666,Net 30,2023-01-04,ACTIVE,"58/5 Joy Footway
Ortizshire, VIC, 2064","Suite 008 0 Bryant Approach
St. Justinborough, TAS, 2615",kwebster@example.com,2619.3581,Alan Harris,2024-03-30 23:04:24.271318,2025-02-23 08:14:19.300671,2025-09-20 15:16:00.480858
568,"Brooks, Rodriguez and Prince",Enterprise,RETAIL,384895.8261736796,Net 30,2023-08-06,ACTIVE,"4 Thompson Pass
St. Andrea, SA, 2917","55 Porter Top
Rogertown, ACT, 2558",maria63@example.com,(02)41859400,Elizabeth Hodges,2023-04-16 07:36:59.344744,2025-05-12 13:04:31.235193,2025-09-19 20:04:39.504095
569,"Griffith, Rodriguez and Carr",SME,F&B,67870.89377456278,COD,2025-03-08,ACTIVE,"09 Butler Place
Elliston, VIC, 2429","624 Kelly Sound
Kristenton, ACT, 2625",robertogreer@example.net,(08)-5608-4695,Nicholas Chandler,2023-02-11 18:34:21.712168,2025-06-19 23:33:18.319171,2025-09-19 20:11:55.300161
570,Lewis-Summers,SME,AUTO,75923.15492457681,Net 15,2025-07-05,ACTIVE,"4 Raymond Brae
West Patricia, NSW, 2984","72 Benson Wynd
Williamsstad, WA, 2920",bookerjohn@example.com,(07) 9569 7755,Steven Alexander,2024-03-26 10:22:11.585285,2025-04-11 05:02:18.297977,2025-09-20 06:00:10.614678
571,Williams-Schultz,Enterprise,TECH,287336.5072041957,COD,2023-09-25,ACTIVE,"Apt. 053 18 Johnson Line
Danielstown, QLD, 2366","7/76 Stephanie Boulevard
Lake Scott, ACT, 0810",crystalchan@example.com,+61-2-2340-0152,Brenda Donovan,2023-07-31 02:34:55.110865,2025-02-25 19:54:25.103174,2025-09-20 16:44:37.399282
572,Ellis-Lawrence,SME,MFG,34597.58290672382,Prepaid,2023-02-02,ACTIVE,"127/8 Priscilla Crossroad
Dennisstad, QLD, 2974","Unit 47 18 Lori Way
North Erica, NT, 2660",awhite@example.net,02-4015-0762,Bethany Johnson,2023-04-19 22:11:23.386728,2024-10-01 14:00:20.134785,2025-09-20 13:34:37.092345
573,Moreno Inc,Enterprise,AUTO,29596.557121287748,COD,2025-08-11,ACTIVE,"Apt. 199 984 Alexa Access
St. Aaronhaven, VIC, 2920","733/82 Gray Parklands
Jessicastad, NT, 2958",qmartin@example.com,0442.012.172,Jordan Stuart,2023-01-25 12:40:18.347656,2025-03-12 00:49:18.928289,2025-09-20 09:02:48.501178
574,"Webb, Romero and Morse",SME,F&B,120071.05861209874,Prepaid,2024-01-07,ACTIVE,"Suite 077 1 Thomas Front
New Jeremychester, TAS, 2619","85/664 Warren Stairs
Collinshaven, WA, 2619",millerjennifer@example.org,02-9434-2208,Carrie Martinez,2023-03-21 10:05:30.440175,2025-05-03 10:32:29.308526,2025-09-20 10:29:06.270597
575,"Ochoa, Garcia and Sandoval",Individual,MFG,346951.309021986,COD,2024-06-15,ACTIVE,"Suite 461 0 Villegas Centre
North Brettfort, ACT, 2578","025 Green Slope
Matthewbury, QLD, 2927",watsonmelissa@example.com,07 1985 7787,Wayne Nixon,2024-06-09 00:07:25.073219,2025-01-11 05:22:19.568664,2025-09-20 15:55:36.592872
576,Barnes-Lynch,Enterprise,HEALTH,295662.4207933977,COD,2023-09-07,ACTIVE,"2 Nathan Courtyard
Elizabethshire, WA, 2643","4 Roberts Alley
Lorettaport, TAS, 2156",rbrown@example.net,07.1372.3073,James Werner,2023-02-04 19:50:17.794303,2025-05-30 22:31:49.149375,2025-09-20 01:38:28.725019
577,Stuart-Waller,SME,F&B,291343.1278640298,COD,2023-06-19,ACTIVE,"029 Diaz Row
Adamsmouth, TAS, 0939","06 Banks Break
Port Deborahborough, WA, 2979",dixondavid@example.org,(08).1361.8774,Melissa Day MD,2024-08-08 19:51:23.655067,2025-04-20 23:53:41.545263,2025-09-20 08:14:22.550442
578,Morrison-Tanner,Individual,TECH,91425.88839923941,Net 30,2023-02-13,ACTIVE,"4/25 Patrick Strip
Elizabethburgh, ACT, 2921","Level 2 981 John Sound
New Charles, WA, 2901",adamsmatthew@example.net,0478.953.525,John Weber,2024-01-09 11:52:22.098958,2025-09-14 23:24:28.566373,2025-09-19 19:46:18.647377
579,"Valencia, Joseph and Walls",SME,RETAIL,195179.19058375133,Prepaid,2025-04-01,ACTIVE,"Flat 53 40 Davis Cutting
St. Sharon, QLD, 2616","677 Everett Dale
Williamsview, ACT, 6859",jenniferwilliams@example.org,0453-559-951,Renee Stephens,2022-11-22 17:53:40.431026,2025-03-20 16:13:30.511143,2025-09-20 09:53:40.644578
580,"Klein, Parks and Morse",SME,MFG,230887.20295163195,Net 15,2023-04-28,ACTIVE,"81/6 Mary Glen
Tylerland, WA, 2939","Flat 43 6 Ruiz Ronde
New Kimberly, VIC, 8893",hernandezchristian@example.org,(07).1436.0438,Rebekah Nielsen,2023-07-13 09:03:54.662533,2025-06-28 04:40:13.968043,2025-09-19 19:29:09.044756
581,Gordon Ltd,Enterprise,MFG,11027.26640050795,COD,2024-11-06,ACTIVE,"Level 9 6 Joshua Road
North Jasonmouth, VIC, 2644","18 Trujillo Lees
Tammymouth, ACT, 4431",cjohnson@example.org,+61343088486,Katrina Chavez,2022-10-04 04:02:03.784988,2024-10-22 22:46:55.118751,2025-09-20 03:08:51.993281
582,Hart-Aguilar,Enterprise,HEALTH,328340.97557159566,Prepaid,2024-11-06,ACTIVE,"4/50 Clark Firetrail
Kathymouth, NT, 2619","Suite 179 0 Michele Dale
West Victoriatown, TAS, 2947",paul17@example.org,6414-4250,Kristina Garcia,2024-10-14 01:29:03.099864,2025-02-17 16:01:41.346935,2025-09-19 20:22:29.620764
583,"Adkins, Skinner and Mitchell",Enterprise,HEALTH,374364.2017007979,COD,2024-11-06,ACTIVE,"108 Owen Broadway
Robertchester, TAS, 7321","845 Medina Parade
Berrystad, NSW, 0926",christopher74@example.org,0469.337.579,Keith Rivera,2025-01-07 14:09:59.826649,2025-01-22 22:38:27.004478,2025-09-19 21:31:05.182446
584,"Rodriguez, James and Brown",Enterprise,AUTO,216537.89344944892,Net 30,2025-02-21,ACTIVE,"18/3 Lori Parkway
New Heather, ACT, 2122","783 Camacho Circlet
Lake Bonnie, SA, 2523",rickey55@example.com,+61.401.550.880,Angela Cordova,2024-12-22 19:40:16.446927,2025-03-24 22:32:25.782851,2025-09-20 16:40:43.515733
585,Terrell Ltd,SME,RETAIL,308149.8095615283,Prepaid,2023-07-09,ACTIVE,"Suite 597 2 Matthew Ground
Amyburgh, WA, 9192","Suite 325 8 Tami Cruiseway
Michaelfort, NSW, 2562",christopher23@example.org,+61-3-9584-5450,Timothy Torres,2024-12-07 17:22:49.813106,2025-05-19 23:24:08.838913,2025-09-20 15:01:21.519227
586,"Mueller, Harris and Weaver",SME,TECH,263209.7195573114,COD,2025-03-27,ACTIVE,"4/8 Griffin Lees
New Gregbury, WA, 2578","Unit 51 92 Harris Point
West Jamiemouth, SA, 0902",michael16@example.com,+61-452-965-370,Kelly Lee,2024-05-23 17:17:16.493660,2024-12-23 00:07:58.694975,2025-09-20 06:09:05.753492
587,"Parrish, Stevenson and Hancock",SME,HEALTH,242842.75095803052,COD,2024-01-29,ACTIVE,"Suite 146 727 Nichols Footway
Laurenburgh, VIC, 2616","07 Hall Gap
Jaredview, VIC, 1263",baileyrobert@example.org,(08) 6809 8568,Keith Thomas,2025-06-12 05:34:24.962830,2025-06-02 09:26:14.861233,2025-09-20 18:46:30.828918
588,Dixon Ltd,SME,AUTO,208700.05171953145,Prepaid,2024-05-27,ACTIVE,"5/45 Stephenson Vista
Tammybury, SA, 1192","41/6 Brittany Retreat
Johnsonburgh, TAS, 2631",vaughnpatrick@example.org,0705183440,Connor Williamson,2024-12-04 03:06:47.087748,2024-12-05 17:53:23.091075,2025-09-20 06:27:54.804083
589,Hughes-Frye,SME,HEALTH,207049.22368451938,Net 15,2024-09-17,ACTIVE,"Apt. 596 751 John Extension
East Ericview, SA, 2927","35 Thomas Spur
Port Sandra, TAS, 2144",gespinoza@example.com,08-5547-0142,Dylan Mason,2024-05-06 22:43:30.228944,2025-02-09 23:36:31.119424,2025-09-19 23:54:30.053983
590,"Brown, Manning and Harris",Enterprise,F&B,261370.25616587608,Prepaid,2023-08-28,ACTIVE,"611/68 Taylor Concourse
North Tammy, WA, 2065","02 Matthew Square
Hernandezburgh, SA, 2155",andrew74@example.com,0450.336.936,Shane Guerrero,2024-01-26 02:36:23.313102,2025-09-08 03:37:10.665009,2025-09-20 15:12:08.263160
591,Greer-Pruitt,Individual,RETAIL,310785.57618574006,Net 15,2025-04-20,ACTIVE,"31 Johnson Tor
St. Cynthia, SA, 2693","11 Chloe Alley
Michaelhaven, NT, 2915",marklam@example.com,0434-021-104,Timothy Anthony,2022-12-02 16:09:24.958920,2025-09-12 14:48:17.210273,2025-09-20 18:22:52.806609
592,"Payne, Morrison and Parsons",SME,F&B,135380.8422655003,COD,2024-08-29,ACTIVE,"27 Amanda Service Way
New Kenneth, TAS, 0231","08 Johnson Landing
Hartbury, QLD, 2955",brownashley@example.com,(07)98046065,Nicole Abbott,2023-02-26 18:39:58.566842,2024-10-17 14:02:36.730871,2025-09-20 07:46:17.352298
593,Lucero Inc,Individual,HEALTH,156515.501135694,Net 30,2023-08-08,ACTIVE,"1 Amy Amble
Stephensburgh, WA, 4066","Unit 85 8 Alicia Cove
Nicoleshire, WA, 2938",jerry47@example.org,07.9309.6663,Phyllis Harris,2025-07-28 22:57:51.525096,2024-10-04 16:57:49.848561,2025-09-20 16:52:14.869842
594,"Wilson, Williams and Ramirez",Individual,AUTO,318065.9274234065,Prepaid,2023-03-29,ACTIVE,"Level 5 8 Palmer Lane
Lake Ryan, SA, 2480","557 Margaret Deviation
St. Cindyberg, VIC, 0960",ncurtis@example.com,(02)-6605-5773,Michael Myers,2024-10-20 13:21:14.403077,2025-08-29 17:28:57.698586,2025-09-20 05:22:48.002706
595,Smith-Owens,Individual,MFG,256987.36043892728,Net 15,2023-03-15,ACTIVE,"21 Robin Quays
Reynoldston, TAS, 0846","47 Johnson Parkway
Alexischester, VIC, 2965",owashington@example.org,0404.554.362,Lisa Petersen,2024-04-27 05:53:54.692488,2024-12-02 10:59:34.023582,2025-09-19 22:24:15.220623
596,Carlson-Ayala,SME,TECH,46710.75901675559,Net 30,2022-11-02,ACTIVE,"8 Victoria Range
Shaneton, TAS, 2630","869/22 Gary Cruiseway
New Johnton, VIC, 2691",josephparker@example.com,0319312108,Jamie Parker,2023-07-07 14:15:49.165103,2025-08-05 03:25:51.342282,2025-09-20 13:25:17.698108
597,Henry-Armstrong,Enterprise,TECH,20869.18494951695,Prepaid,2025-04-01,ACTIVE,"3 Lisa Reserve
Davisburgh, QLD, 2640","97 Joanne Extension
Blakemouth, NSW, 2442",joshuachase@example.net,10387738,Ashley Jones,2025-02-08 10:54:26.291677,2024-09-23 22:57:45.558729,2025-09-20 02:56:51.723940
